2.293333	2.293333	E
4.715667	4.715667	I
5.532667	5.532667	E
8.313333	8.313333	I
9.732333	9.732333	E
12.527333	12.527333	I
14.075333	14.075333	E
16.469000	16.469000	I
17.243000	17.243000	E
20.210000	20.210000	I
21.528667	21.528667	E
24.538667	24.538667	I
25.871667	25.871667	E
28.408667	28.408667	I
29.698667	29.698667	E
31.762667	31.762667	I
